,dataset,acc,auc,ap,prec,rec,f1,mitigation,mitigated_attribute,CFS_true,attribute,dpdiff,dpr,eoddsdiff,eoddsr,y_pred_CFS,sampling
113,ACS_M,0.2465454998132702,0.4992567429207267,0.7676210593400986,0.7543478260869565,0.0281222141178377,0.0542229861707945,balance_output_for_attribute,attribute_1,0.9031621148958312,attribute_2,0.0161290322580645,0.5,0.0335365853658536,0.0,0.90609434659766,RandomOverSampler
114,ACS_M,0.2499688783766961,0.5000970808276771,0.7681961548314947,0.7731568998109641,0.0331469324904773,0.0635685421199875,balance_output_for_attribute,attribute_2,0.9626854037664084,attribute_1,0.0032629123167951,0.9054908400679502,0.0050314037194453,0.8586734599693562,0.9281279941579073,RandomOverSampler
115,ACS_M,0.2499688783766961,0.5000970808276771,0.7681961548314947,0.7731568998109641,0.0331469324904773,0.0635685421199875,balance_output_for_attribute,attribute_2,0.9031621148958312,attribute_2,0.0109154932637417,0.7088814722106336,0.0555555555555555,0.0,0.9098213313710268,RandomOverSampler
116,ACS_M,0.2481015809784638,0.4991240436820887,0.7677070969203861,0.7584830339321357,0.0307966609935975,0.0591900311526479,balance_output_for_attribute,all,0.9626854037664084,attribute_1,0.0033341036947379,0.8984027955919446,0.0053083221696694,0.8410019141596634,0.9241120893455848,RandomOverSampler
117,ACS_M,0.2481015809784638,0.4991240436820887,0.7677070969203861,0.7584830339321357,0.0307966609935975,0.0591900311526479,balance_output_for_attribute,all,0.9031621148958312,attribute_2,0.0084853477800285,0.7609801473648136,0.0365853658536585,0.0,0.910100817035067,RandomOverSampler
118,ACS_T,0.6213552837516666,0.6576632126478266,0.5895312326432868,0.5878474784747848,0.7182446648632401,0.6465367965367964,none,none,0.8683178539200911,attribute_1,0.0596333345379138,0.9033665318537524,0.0560638729443738,0.8871768294355779,0.8791058654269774,RandomOverSampler
119,ACS_T,0.6213552837516666,0.6576632126478266,0.5895312326432868,0.5878474784747848,0.7182446648632401,0.6465367965367964,none,none,0.8112313533713946,attribute_2,0.2241486858753673,0.6833625185662096,0.2318193560508207,0.6087957642097921,0.7894073803689389,RandomOverSampler
120,ACS_T,0.6213842675786911,0.6574572675378232,0.5890790834764479,0.5879196613173181,0.7179440937781786,0.6464586321686648,balance_output,none,0.8683178539200911,attribute_1,0.0590320773638226,0.9042475524983478,0.0540481929776058,0.890938031221353,0.8797753757126168,RandomOverSampler
121,ACS_T,0.6213842675786911,0.6574572675378232,0.5890790834764479,0.5879196613173181,0.7179440937781786,0.6464586321686648,balance_output,none,0.8112313533713946,attribute_2,0.2212155110634027,0.687804524749547,0.2273455296963434,0.6175429447368006,0.7889106687716246,RandomOverSampler
122,ACS_T,0.6222247985624022,0.6570078559796999,0.5888083761818016,0.589261811511576,0.7145175834084762,0.6458729554963863,balance_attribute,attribute_1,0.8683178539200911,attribute_1,0.0638991350846901,0.8960396019231297,0.0589621662736868,0.8804545763099051,0.8742036438222965,RandomOverSampler
123,ACS_T,0.6222247985624022,0.6570078559796999,0.5888083761818016,0.589261811511576,0.7145175834084762,0.6458729554963863,balance_attribute,attribute_1,0.8112313533713946,attribute_2,0.2226817929939827,0.6831623609917062,0.216955919306733,0.628528460907468,0.791587154963136,RandomOverSampler
124,ACS_T,0.5969219175699959,0.6300065849073613,0.5685684756465251,0.5742595818815331,0.6340847610459873,0.6026911978973231,balance_attribute,attribute_2,0.8683178539200911,attribute_1,0.0413316627042259,0.925095317565744,0.028924822513492,0.9363189610138508,0.8994023649691816,RandomOverSampler
125,ACS_T,0.5969219175699959,0.6300065849073613,0.5685684756465251,0.5742595818815331,0.6340847610459873,0.6026911978973231,balance_attribute,attribute_2,0.8112313533713946,attribute_2,0.2195757191043705,0.6560252056766369,0.2081773560977901,0.6125428351632981,0.80196674012773,RandomOverSampler
126,ACS_T,0.5967769984348733,0.6292571153563629,0.5675931937464447,0.5734160150984092,0.6392545837090472,0.6045480386583286,balance_attribute,all,0.8683178539200911,attribute_1,0.0403011813563363,0.9275726804602974,0.0315999992582133,0.9310931589977912,0.9008656713743248,RandomOverSampler
127,ACS_T,0.5967769984348733,0.6292571153563629,0.5675931937464447,0.5734160150984092,0.6392545837090472,0.6045480386583286,balance_attribute,all,0.8112313533713946,attribute_2,0.2182423285198556,0.6593290481641279,0.2386310360993905,0.5843201306655779,0.8055695143494069,RandomOverSampler
128,ACS_T,0.6190655614167294,0.6544230287616433,0.5856685000100623,0.5832459235243636,0.7353772167117524,0.6505357760110613,balance_output_for_attribute,attribute_1,0.8683178539200911,attribute_1,0.0365776849195819,0.9414840201465764,0.031485323049096,0.9376512344502698,0.906651480764296,RandomOverSampler
129,ACS_T,0.6190655614167294,0.6544230287616433,0.5856685000100623,0.5832459235243636,0.7353772167117524,0.6505357760110613,balance_output_for_attribute,attribute_1,0.8112313533713946,attribute_2,0.2431028236313327,0.6655425879307229,0.2637514384349827,0.573343261355175,0.7910472746892401,RandomOverSampler
130,ACS_T,0.6207176395571271,0.6564864533821515,0.5888930965894719,0.5866497387567753,0.7222122031860535,0.6474106806057013,balance_output_for_attribute,attribute_2,0.8683178539200911,attribute_1,0.0639782832830644,0.8974070740061649,0.0616723690681375,0.8777920166122604,0.8743845985464624,RandomOverSampler
131,ACS_T,0.6207176395571271,0.6564864533821515,0.5888930965894719,0.5866497387567753,0.7222122031860535,0.6474106806057013,balance_output_for_attribute,attribute_2,0.8112313533713946,attribute_2,0.1774421078291512,0.7442045827854465,0.1821843623337089,0.689280697623436,0.8071254143542393,RandomOverSampler
132,ACS_T,0.6189206422816068,0.6530184212375485,0.585059480393086,0.5838906798825964,0.7294860234445446,0.6486183120423327,balance_output_for_attribute,all,0.8683178539200911,attribute_1,0.0342829773718882,0.9445685310633056,0.0273313678325615,0.9450849369128697,0.909533857874445,RandomOverSampler
133,ACS_T,0.6189206422816068,0.6530184212375485,0.585059480393086,0.5838906798825964,0.7294860234445446,0.6486183120423327,balance_output_for_attribute,all,0.8112313533713946,attribute_2,0.177950418898419,0.7475974495269424,0.1882576736102957,0.6827051717449988,0.8079896885737369,RandomOverSampler
134,compas,0.4878444084278768,0.5283182687866992,0.4808243852706398,0.4754098360655737,0.9582608695652174,0.635524798154556,none,none,0.7735681146536771,attribute_1,0.0471177944862154,0.9505263157894738,0.1666666666666666,0.8333333333333334,0.8143537464948507,RandomOverSampler
135,compas,0.4878444084278768,0.5283182687866992,0.4808243852706398,0.4754098360655737,0.9582608695652174,0.635524798154556,none,none,0.6163913696939167,attribute_2,0.0036406958144494,0.996135752688172,0.0247807017543859,0.9746863799283154,0.6472081658598594,RandomOverSampler
136,compas,0.4918962722852512,0.5205805898264829,0.4765629233756606,0.4774696707105719,0.9582608695652174,0.6373626373626374,balance_output,none,0.7735681146536771,attribute_1,0.0564442602569416,0.9406587661205996,0.1666666666666666,0.8333333333333334,0.8107000166124243,RandomOverSampler
137,compas,0.4918962722852512,0.5205805898264829,0.4765629233756606,0.4774696707105719,0.9582608695652174,0.6373626373626374,balance_output,none,0.6163913696939167,attribute_2,0.0035407224740069,0.996225309080574,0.0247807017543859,0.9746863799283154,0.6473394632156371,RandomOverSampler
138,compas,0.4854132901134522,0.5164834729827802,0.4744036517665446,0.4741379310344827,0.9565217391304348,0.6340057636887607,balance_attribute,attribute_1,0.7735681146536771,attribute_1,0.0365914786967418,0.9615789473684212,0.0879629629629629,0.9086538461538464,0.8206093365369858,RandomOverSampler
139,compas,0.4854132901134522,0.5164834729827802,0.4744036517665446,0.4741379310344827,0.9565217391304348,0.6340057636887607,balance_attribute,attribute_1,0.6163913696939167,attribute_2,0.0180535190615835,0.9810867895545314,0.0268640350877193,0.9725582437275984,0.6392315728776414,RandomOverSampler
140,compas,0.4951377633711507,0.5331661938378307,0.4835443486156285,0.4791304347826087,0.9582608695652174,0.638840579710145,balance_attribute,attribute_2,0.7735681146536771,attribute_1,0.0669705760464153,0.9295921924015336,0.1666666666666666,0.8333333333333334,0.8093691195060824,RandomOverSampler
141,compas,0.4951377633711507,0.5331661938378307,0.4835443486156285,0.4791304347826087,0.9582608695652174,0.638840579710145,balance_attribute,attribute_2,0.6163913696939167,attribute_2,0.00784790722474,0.9915927386966068,0.0247807017543859,0.9746863799283154,0.6453989843682348,RandomOverSampler
142,compas,0.4894651539708265,0.5247265289965033,0.4789736640602063,0.4758983347940403,0.9443478260869566,0.6328671328671329,balance_attribute,all,0.7735681146536771,attribute_1,0.0576441102756891,0.9394736842105263,0.1712962962962962,0.8221153846153846,0.8081987626401446,RandomOverSampler
143,compas,0.4894651539708265,0.5247265289965033,0.4789736640602063,0.4758983347940403,0.9443478260869566,0.6328671328671329,balance_attribute,all,0.6163913696939167,attribute_2,0.0063649693415089,0.9931541218637993,0.0288377192982456,0.9702219202898552,0.6462189068115993,RandomOverSampler
144,compas,0.4862236628849271,0.520327241538563,0.4764118689060964,0.4747215081405312,0.9634782608695652,0.6360505166475316,balance_output_for_attribute,attribute_1,0.7735681146536771,attribute_1,0.0629908103592313,0.9349439171699742,0.1666666666666666,0.8333333333333334,0.8175790414551842,RandomOverSampler
145,compas,0.4862236628849271,0.520327241538563,0.4764118689060964,0.4747215081405312,0.9634782608695652,0.6360505166475316,balance_output_for_attribute,attribute_1,0.6163913696939167,attribute_2,0.0044238203145827,0.9953264858870436,0.0185307017543859,0.981070788530466,0.6466670032665218,RandomOverSampler
146,compas,0.4886547811993517,0.5296852939235996,0.4815543168002529,0.4759036144578313,0.9617391304347828,0.6367299942429476,balance_output_for_attribute,attribute_2,0.7735681146536771,attribute_1,0.0506423539162866,0.9470215902193706,0.1666666666666666,0.8333333333333334,0.8096889793027106,RandomOverSampler
147,compas,0.4886547811993517,0.5296852939235996,0.4815543168002529,0.4759036144578313,0.9617391304347828,0.6367299942429476,balance_output_for_attribute,attribute_2,0.6163913696939167,attribute_2,0.0006165022660623,0.9993456423316356,0.0206140350877193,0.9789426523297492,0.6487718363574084,RandomOverSampler
148,compas,0.4878444084278768,0.522826416837105,0.477737542323012,0.475661827497865,0.9686956521739132,0.6380297823596792,balance_output_for_attribute,all,0.7735681146536771,attribute_1,0.041938178780284,0.9566867989646248,0.1666666666666666,0.8333333333333334,0.8150461068396714,RandomOverSampler
149,compas,0.4878444084278768,0.522826416837105,0.477737542323012,0.475661827497865,0.9686956521739132,0.6380297823596792,balance_output_for_attribute,all,0.6163913696939167,attribute_2,0.0084560783790988,0.9911045283647232,0.0171795280612244,0.9816369136381066,0.6443020313595551,RandomOverSampler
150,adult,0.6431177446102819,0.8534867051277919,0.6319878107334133,0.4096924873491631,0.915217391304348,0.5660123689163754,none,none,0.5137944611368225,attribute_1,0.559365846842548,0.0835870856279019,0.709737528616302,0.0254226618705036,0.4700026535285432,SMOTENC
151,adult,0.6431177446102819,0.8534867051277919,0.6319878107334133,0.4096924873491631,0.915217391304348,0.5660123689163754,none,none,0.5389585486500108,attribute_2,0.2605246223994654,0.6017478948172778,0.1967505444210681,0.6264287766658257,0.6348823626710975,SMOTENC
152,adult,0.5970149253731343,0.7468292777258516,0.4319680200863567,0.3773928896991795,0.9,0.5317919075144508,balance_output,none,0.5137944611368225,attribute_1,0.6497868492442836,0.0,0.9233349305222808,0.0,0.474189834394925,SMOTENC
153,adult,0.5970149253731343,0.7468292777258516,0.4319680200863567,0.3773928896991795,0.9,0.5317919075144508,balance_output,none,0.5389585486500108,attribute_2,0.1919331987439552,0.7134725053267631,0.127985549773004,0.7699734317783793,0.6885477116398842,SMOTENC
154,adult,0.740187949143173,0.8455804944080962,0.5987027986793607,0.4939729990356798,0.8908695652173914,0.635545905707196,balance_attribute,attribute_1,0.5137944611368225,attribute_1,0.3063704377407661,0.445105291084906,0.3333333333333332,0.4026646928201333,0.5194060752374206,SMOTENC
155,adult,0.740187949143173,0.8455804944080962,0.5987027986793607,0.4939729990356798,0.8908695652173914,0.635545905707196,balance_attribute,attribute_1,0.5389585486500108,attribute_2,0.3423274388340988,0.4012730669727128,0.2629927472040748,0.3649498663101604,0.5379177983358147,SMOTENC
156,adult,0.6604754007739082,0.8502809166210075,0.6251493379055034,0.4224502112251056,0.9130434782608696,0.5776371888323477,balance_attribute,attribute_2,0.5137944611368225,attribute_1,0.5406344167947505,0.0862334016576062,0.7068625885108876,0.0267606967057932,0.4665930358957495,SMOTENC
157,adult,0.6604754007739082,0.8502809166210075,0.6251493379055034,0.4224502112251056,0.9130434782608696,0.5776371888323477,balance_attribute,attribute_2,0.5389585486500108,attribute_2,0.2654181706707467,0.5835431398260246,0.1964972502122319,0.6090057139499698,0.6273315248718274,SMOTENC
158,adult,0.7356550580431177,0.8368026557514424,0.5780567349164932,0.4889963724304715,0.8791304347826087,0.6284382284382285,balance_attribute,all,0.5137944611368225,attribute_1,0.3077084526688151,0.4347766720480631,0.3333333333333332,0.4051666666666667,0.5118328921186717,SMOTENC
159,adult,0.7356550580431177,0.8368026557514424,0.5780567349164932,0.4889963724304715,0.8791304347826087,0.6284382284382285,balance_attribute,all,0.5389585486500108,attribute_2,0.3426784575063036,0.399270972727079,0.2639136492821023,0.3664529062555378,0.536965347210705,SMOTENC
160,adult,0.5861802100608071,0.7682643826344797,0.4577915273224203,0.3720971458961177,0.912608695652174,0.5286487847878101,balance_output_for_attribute,attribute_1,0.5137944611368225,attribute_1,0.3183031100632993,0.5075970473621103,0.5,0.5,0.5441112015356301,SMOTENC
161,adult,0.5861802100608071,0.7682643826344797,0.4577915273224203,0.3720971458961177,0.912608695652174,0.5286487847878101,balance_output_for_attribute,attribute_1,0.5389585486500108,attribute_2,0.1712341440916459,0.7482828981609817,0.1091319713579153,0.8078134953134953,0.7040491449516217,SMOTENC
162,adult,0.5115533443891653,0.7168429110129888,0.3988362936162689,0.3303428388337071,0.8965217391304348,0.4827909154764692,balance_output_for_attribute,attribute_2,0.5137944611368225,attribute_1,0.7386642552641778,0.0,0.9190225203641592,0.0,0.4698115531737256,SMOTENC
163,adult,0.5115533443891653,0.7168429110129888,0.3988362936162689,0.3303428388337071,0.8965217391304348,0.4827909154764692,balance_output_for_attribute,attribute_2,0.5389585486500108,attribute_2,0.0431725349292576,0.9387081596725312,0.0205039124497102,0.9675672085876362,0.7832649820099153,SMOTENC
164,adult,0.494195688225539,0.7112728268927063,0.3895900145617915,0.3236707487211285,0.9078260869565218,0.4772026054165238,balance_output_for_attribute,all,0.5137944611368225,attribute_1,0.3893594173879343,0.4688931718061674,0.5277777777777777,0.4411764705882353,0.5540737230923234,SMOTENC
165,adult,0.494195688225539,0.7112728268927063,0.3895900145617915,0.3236707487211285,0.9078260869565218,0.4772026054165238,balance_output_for_attribute,all,0.5389585486500108,attribute_2,0.0162385490859982,0.977401881242078,0.0462545676004872,0.9314747146659448,0.7967342388575632,SMOTENC
166,german,0.695,0.7579035941819932,0.8666864222314311,0.8508771929824561,0.6879432624113475,0.7607843137254902,none,none,0.7418892528252895,attribute_1,0.0724206349206348,0.877310924369748,0.1568627450980391,0.5294117647058825,0.7160962049528786,SMOTENC
167,german,0.695,0.7579035941819932,0.8666864222314311,0.8508771929824561,0.6879432624113475,0.7607843137254902,none,none,0.6525319013877969,attribute_2,0.2874674029759165,0.5429268292682927,0.3695652173913043,0.0,0.5255246634863349,SMOTENC
168,german,0.525,0.6889650198341146,0.8068833268740301,0.7948717948717948,0.4397163120567376,0.5662100456621004,balance_output,none,0.7418892528252895,attribute_1,0.0208333333333333,0.9473684210526316,0.1148459383753501,0.6746031746031745,0.7379086257585884,SMOTENC
169,german,0.525,0.6889650198341146,0.8068833268740301,0.7948717948717948,0.4397163120567376,0.5662100456621004,balance_output,none,0.6525319013877969,attribute_2,0.1530909648719128,0.6366945759009829,0.1505016722408027,0.5054945054945055,0.5738509374896885,SMOTENC
170,german,0.69,0.7432383699963938,0.8587419138260789,0.8376068376068376,0.6950354609929078,0.7596899224806202,balance_attribute,attribute_1,0.7418892528252895,attribute_1,0.0307539682539682,0.949346405228758,0.0671191553544494,0.8823529411764707,0.7352163090922172,SMOTENC
171,german,0.69,0.7432383699963938,0.8587419138260789,0.8376068376068376,0.6950354609929078,0.7596899224806202,balance_attribute,attribute_1,0.6525319013877969,attribute_2,0.0915784629544408,0.8483231707317074,0.2157190635451504,0.416289592760181,0.6308897328446872,SMOTENC
172,german,0.65,0.7110830628681333,0.837542092809411,0.8256880733944955,0.6382978723404256,0.72,balance_attribute,attribute_2,0.7418892528252895,attribute_1,0.0625,0.8888888888888888,0.0671191553544494,0.8823529411764707,0.7204916700675847,SMOTENC
173,german,0.65,0.7110830628681333,0.837542092809411,0.8256880733944955,0.6382978723404256,0.72,balance_attribute,attribute_2,0.6525319013877969,attribute_2,0.2253413100168737,0.618837571354437,0.31438127090301,0.1965811965811965,0.5582884426731077,SMOTENC
174,german,0.675,0.7014665224185599,0.8361794755330236,0.8454545454545455,0.6595744680851063,0.7410358565737051,balance_attribute,all,0.7418892528252895,attribute_1,0.054563492063492,0.9074074074074072,0.0806938159879336,0.8876050420168067,0.7248991860307452,SMOTENC
175,german,0.675,0.7014665224185599,0.8361794755330236,0.8454545454545455,0.6595744680851063,0.7410358565737051,balance_attribute,all,0.6525319013877969,attribute_2,0.1089124098788157,0.8097024926293219,0.2709030100334448,0.2211538461538461,0.6220311822938757,SMOTENC
176,german,0.59,0.7036903473975237,0.8189990762530848,0.8172043010752689,0.5390070921985816,0.6495726495726496,balance_output_for_attribute,attribute_1,0.7418892528252895,attribute_1,0.0486111111111111,0.9027777777777778,0.0910364145658263,0.7420634920634921,0.7260640667418164,SMOTENC
177,german,0.59,0.7036903473975237,0.8189990762530848,0.8172043010752689,0.5390070921985816,0.6495726495726496,balance_output_for_attribute,attribute_1,0.6525319013877969,attribute_2,0.186071483356343,0.6301829268292684,0.1823640960809102,0.4717948717948718,0.5675758458377039,SMOTENC
178,german,0.59,0.6949152542372882,0.8173204787047019,0.8172043010752689,0.5390070921985816,0.6495726495726496,balance_output_for_attribute,attribute_2,0.7418892528252895,attribute_1,0.0009920634920634,0.9978678038379531,0.0910364145658263,0.7420634920634921,0.7456675805063224,SMOTENC
179,german,0.59,0.6949152542372882,0.8173204787047019,0.8172043010752689,0.5390070921985816,0.6495726495726496,balance_output_for_attribute,attribute_2,0.6525319013877969,attribute_2,0.0633532750421844,0.8674582798459562,0.1722408026755852,0.4717948717948718,0.6388079863960874,SMOTENC
180,german,0.6,0.6919100853467964,0.8217638073101584,0.8210526315789474,0.5531914893617021,0.6610169491525424,balance_output_for_attribute,all,0.7418892528252895,attribute_1,0.0843253968253968,0.8425925925925927,0.0910364145658263,0.7420634920634921,0.7075183362254563,SMOTENC
181,german,0.6,0.6919100853467964,0.8217638073101584,0.8210526315789474,0.5531914893617021,0.6610169491525424,balance_output_for_attribute,all,0.6525319013877969,attribute_2,0.0452523393158459,0.90655685777637,0.1722408026755852,0.4717948717948718,0.6463740668214578,SMOTENC
182,bank_marketing,0.8107419840259289,0.7786865300995754,0.3017804646612347,0.3008526187576126,0.5035677879714577,0.3766679374761724,none,none,0.3886310317408353,attribute_1,0.7747608836243576,0.1782839113074995,0.8043515717731745,0.1385086990844687,0.2358161660475323,SMOTENC
183,bank_marketing,0.6888528764903346,0.7643000370848684,0.3175627654775382,0.2299905093324897,0.7410805300713558,0.3510381458232737,balance_output,none,0.3886310317408353,attribute_1,0.5139837493253199,0.406009346298569,0.548234866179117,0.3565626720292997,0.3294972089135534,SMOTENC
184,bank_marketing,0.7998610950341475,0.7386106458863616,0.2679489486399087,0.2823050058207217,0.4943934760448522,0.3593923675435346,balance_attribute,attribute_1,0.3886310317408353,attribute_1,0.1061866347682747,0.648436141645577,0.1240474730664798,0.7097902097902098,0.410802312298542,SMOTENC
185,bank_marketing,0.8019446695219354,0.741932776554483,0.2688413152798479,0.2840236686390532,0.4892966360856269,0.3594159490827405,balance_attribute,all,0.3886310317408353,attribute_1,0.1095223507558849,0.6373922170920027,0.1294122799334326,0.6960600375234521,0.408268947590875,SMOTENC
186,bank_marketing,0.6801713161245515,0.767733582092135,0.324207597003837,0.2260147601476014,0.7492354740061162,0.3472714386959603,balance_output_for_attribute,attribute_1,0.3886310317408353,attribute_1,0.1712822083801354,0.6844801424576452,0.1350617500218971,0.708317698561601,0.4161405867154707,SMOTENC
187,bank_marketing,0.6677856233360343,0.7654986397334148,0.3229461514841842,0.2208099320130062,0.7614678899082569,0.342346471127406,balance_output_for_attribute,all,0.3886310317408353,attribute_1,0.1640773536004823,0.7022299879102357,0.1284603897844316,0.726323517415776,0.4197288449149062,SMOTENC
204,ACS_I,0.7721360488590192,0.8068554572098021,0.6803160295887135,0.6875260525218841,0.8188023580515048,0.7474438496615402,none,none,0.7997894940577985,attribute_1,0.0762772569709842,0.8550991444805544,0.0273171217383041,0.9005653173184862,0.8549952289453211,SMOTENC
205,ACS_I,0.7721360488590192,0.8068554572098021,0.6803160295887135,0.6875260525218841,0.8188023580515048,0.7474438496615402,none,none,0.7907491867903877,attribute_2,0.3598480229403354,0.3720520393831137,0.3114107473168731,0.4313714180001081,0.783611842396195,SMOTENC
206,ACS_I,0.7387882349934838,0.7759556274902775,0.6354562526926033,0.6367856645466784,0.8511945392491468,0.7285425961334183,balance_output,none,0.7997894940577985,attribute_1,0.0653072108127195,0.8876457288556077,0.0196558265620358,0.9438593458741956,0.8718544293131465,SMOTENC
207,ACS_I,0.7387882349934838,0.7759556274902775,0.6354562526926033,0.6367856645466784,0.8511945392491468,0.7285425961334183,balance_output,none,0.7907491867903877,attribute_2,0.3681770605131201,0.4063666994381746,0.3255894351102814,0.3342714607608477,0.7893222003023497,SMOTENC
208,ACS_I,0.7720338333375923,0.807188828222686,0.6808363961261026,0.6884824984280025,0.8153273347812597,0.7465552998664735,balance_attribute,attribute_1,0.7997894940577985,attribute_1,0.0753601542320353,0.8559678442642971,0.0273154129475768,0.89974681551888,0.855819127122872,SMOTENC
209,ACS_I,0.7720338333375923,0.807188828222686,0.6808363961261026,0.6884824984280025,0.8153273347812597,0.7465552998664735,balance_attribute,attribute_1,0.7907491867903877,attribute_2,0.3602659066038665,0.3683526886840345,0.3146424609723763,0.4272897623783983,0.7842146361908024,SMOTENC
210,ACS_I,0.7488564638540363,0.7937385375828713,0.6620431703982341,0.6875708574497285,0.7150480918399007,0.7010403358277059,balance_attribute,attribute_2,0.7997894940577985,attribute_1,0.0965149550877086,0.7962889043917011,0.0559342661337073,0.8657103773602408,0.8225985090344904,SMOTENC
211,ACS_I,0.7488564638540363,0.7937385375828713,0.6620431703982341,0.6875708574497285,0.7150480918399007,0.7010403358277059,balance_attribute,attribute_2,0.7907491867903877,attribute_2,0.3130573002505438,0.358520624026493,0.3188054549674692,0.3910216611479028,0.7790349542132424,SMOTENC
212,ACS_I,0.7492142181790304,0.7946180594355771,0.6635420261555594,0.6881007821362469,0.7151721998138381,0.7013753651411878,balance_attribute,all,0.7997894940577985,attribute_1,0.100440649856067,0.7887148967109961,0.0610407636054398,0.8537140783535458,0.8178009644979517,SMOTENC
213,ACS_I,0.7492142181790304,0.7946180594355771,0.6635420261555594,0.6881007821362469,0.7151721998138381,0.7013753651411878,balance_attribute,all,0.7907491867903877,attribute_2,0.3060570499729753,0.3684086827866928,0.3095617144102105,0.4114670390509842,0.7773592005184036,SMOTENC
214,ACS_I,0.7408580993023791,0.7760260913048744,0.6361372953837072,0.6396838757949869,0.8488364877443376,0.729566121763247,balance_output_for_attribute,attribute_1,0.7997894940577985,attribute_1,0.0432544204037045,0.9236929868225798,0.0306838119273865,0.964614855654585,0.8981055367602672,SMOTENC
215,ACS_I,0.7408580993023791,0.7760260913048744,0.6361372953837072,0.6396838757949869,0.8488364877443376,0.729566121763247,balance_output_for_attribute,attribute_1,0.7907491867903877,attribute_2,0.3692249647047369,0.4056812616318934,0.3265228514139529,0.3332546654429439,0.7898396305588733,SMOTENC
216,ACS_I,0.7359262003935297,0.7765373627249643,0.6361241656533064,0.6318358038768529,0.8596338814768849,0.7283385909568876,balance_output_for_attribute,attribute_2,0.7997894940577985,attribute_1,0.0820354723010975,0.8630379266451675,0.0420749189503923,0.8870582981244259,0.853862235398408,SMOTENC
217,ACS_I,0.7359262003935297,0.7765373627249643,0.6361241656533064,0.6318358038768529,0.8596338814768849,0.7283385909568876,balance_output_for_attribute,attribute_2,0.7907491867903877,attribute_2,0.2779402954872824,0.5487017078621665,0.1769429854609119,0.5839448720243422,0.7996697105782349,SMOTENC
218,ACS_I,0.7366417090435182,0.7739336078413939,0.6332112548712165,0.6330569425992946,0.8575240459199504,0.7283892051444234,balance_output_for_attribute,all,0.7997894940577985,attribute_1,0.0496025214688844,0.914656913378186,0.0235952272484244,0.9729287645030869,0.8905843491419068,SMOTENC
219,ACS_I,0.7366417090435182,0.7739336078413939,0.6332112548712165,0.6330569425992946,0.8575240459199504,0.7283892051444234,balance_output_for_attribute,all,0.7907491867903877,attribute_2,0.2971548233013741,0.5191389971770399,0.2000558198613332,0.6075096643140669,0.7962862709243308,SMOTENC
220,ACS_E,0.7201705295390951,0.7640474949523364,0.6440965944878433,0.6258366800535475,0.968995595474566,0.7604975090656455,none,none,0.8593585725261027,attribute_1,0.0301512044748282,0.9583982716267004,0.1242521794451178,0.7730944842264182,0.9207623960570872,SMOTENC
221,ACS_E,0.7201705295390951,0.7640474949523364,0.6440965944878433,0.6258366800535475,0.968995595474566,0.7604975090656455,none,none,0.8628069869370913,attribute_2,0.2381105232411999,0.6861718767134515,0.2695597916051345,0.5009031351406663,0.8361986758111503,SMOTENC
222,ACS_E,0.7234306530806187,0.7692819150881647,0.6497721383855672,0.6301142263759086,0.960762299565305,0.7610772844404917,balance_output,none,0.8593585725261027,attribute_1,0.0314760227803363,0.95595306855896,0.1271092221742864,0.7628185763433614,0.9191704355269807,SMOTENC
223,ACS_E,0.7234306530806187,0.7692819150881647,0.6497721383855672,0.6301142263759086,0.960762299565305,0.7610772844404917,balance_output,none,0.8628069869370913,attribute_2,0.2429855787462985,0.6773258971770442,0.2702944280798459,0.4913833108446377,0.840356711210092,SMOTENC
224,ACS_E,0.7202629217042394,0.7642495821080568,0.6443058303124193,0.6259087781930421,0.969053170970435,0.760568471949208,balance_attribute,attribute_1,0.8593585725261027,attribute_1,0.029967466723534,0.9586443574225704,0.1240267206364421,0.7734129183990133,0.9210241559883892,SMOTENC
225,ACS_E,0.7202629217042394,0.7642495821080568,0.6443058303124193,0.6259087781930421,0.969053170970435,0.760568471949208,balance_attribute,attribute_1,0.8628069869370913,attribute_2,0.2375979276344887,0.6867422484111149,0.2684715492741047,0.5022917987315337,0.8361250703770531,SMOTENC
226,ACS_E,0.7257932527321683,0.7713895505473751,0.6519563109771758,0.6340695217975801,0.9504562858047616,0.7606759823516537,balance_attribute,attribute_2,0.8593585725261027,attribute_1,0.0280757442418982,0.9599554080995226,0.1211493878105605,0.7670599988317323,0.9242628164924808,SMOTENC
227,ACS_E,0.7257932527321683,0.7713895505473751,0.6519563109771758,0.6340695217975801,0.9504562858047616,0.7606759823516537,balance_attribute,attribute_2,0.8628069869370913,attribute_2,0.2275697437437981,0.6897471098438444,0.2507335603131616,0.505423010722765,0.838725999745545,SMOTENC
228,ACS_E,0.7275091072277071,0.7715884538386588,0.6522093971459494,0.6357349258331728,0.9500244695857444,0.7617343935739265,balance_attribute,all,0.8593585725261027,attribute_1,0.0253347137413989,0.9636855547815902,0.1164757833916157,0.7735726290080766,0.9283702661932234,SMOTENC
229,ACS_E,0.7275091072277071,0.7715884538386588,0.6522093971459494,0.6357349258331728,0.9500244695857444,0.7617343935739265,balance_attribute,all,0.8628069869370913,attribute_2,0.2298043768233479,0.6866642743440717,0.2534243113364524,0.4999478724350121,0.8394566603866287,SMOTENC
